date,xgb_mae,nn_mae
2025-01-01,0.047716808,2.718017213502651
2025-01-02,0.037113626,0.7309632544200568
2025-01-03,0.02628498,0.3724499164195336
2025-01-04,0.0203467,0.33082381796448485
2025-01-05,0.024755478,0.35458358895279773
2025-01-06,0.02150396,0.24931025130518766
2025-01-07,0.020410838,0.07495525381595038
2025-01-08,0.015862001,0.1210550264944419
2025-01-09,0.01668073,0.08520546316853699
2025-01-10,0.018515963,0.09225211989378505
2025-01-11,0.013334807,0.13456048306501794
2025-01-12,0.015192251,0.2558883083020547
2025-01-13,0.015926443,0.09111595559110229
2025-01-14,0.014061896,0.1709965800164931
2025-01-15,0.016326176,0.11135543901889756
2025-01-16,0.0137576675,0.1025513810598785
2025-01-17,0.013059364,0.082964638176633
2025-01-18,0.013714298,0.08692503427798731
2025-01-19,0.011372252,0.07458087058561429
2025-01-20,0.012528274,0.08497419554533492
2025-01-21,0.011833008,0.06100264469617626
2025-01-22,0.010374707,0.07517392808775507
2025-01-23,0.011855113,0.06269936780592306
2025-01-24,0.015030922,0.23372893019979094
2025-01-25,0.012859783,0.04093842802590714
2025-01-26,0.013877595,0.04006129096644542
2025-01-27,0.012904102,0.10203352555197549
2025-01-28,0.009083911,0.06838822533477766
2025-01-29,0.012449882,0.05392054807896405
2025-01-30,0.011901339,0.055680743173674184
2025-01-31,0.011713938,0.0853710600906949
2025-02-01,0.010502032,0.13166196743726807
2025-02-02,0.0113857845,0.06705988431909711
2025-02-03,0.011146909,0.084339709754255
2025-02-04,0.011625183,0.05568515079041276
2025-02-05,0.012627039,0.08492255429400138
2025-02-06,0.011953338,0.40101467928133006
2025-02-07,0.011579261,0.03547042483707861
2025-02-08,0.009998725,0.032755779622329576
2025-02-09,0.009953241,0.04628856611548136
2025-02-10,0.010566056,0.04074962224368104
2025-02-11,0.009739548,0.04629834586614898
2025-02-12,0.009754213,0.03671064684212417
2025-02-13,0.00900114,0.03631058394856595
2025-02-14,0.010139918,0.03470826249752953
2025-02-15,0.009024143,0.026331682047028872
2025-02-16,0.008193334,0.033514692685215744
2025-02-17,0.00902886,0.039506678024657786
2025-02-18,0.009123049,0.02802302976364903
2025-02-19,0.009086436,0.04261172693921551
2025-02-20,0.011662616,0.06533627365251882
2025-02-21,0.009863398,0.0684622454680681
2025-02-22,0.010420042,0.05203220313361257
2025-02-23,0.013822808,0.06572807227618317
2025-02-24,0.009217506,0.03908260157924472
2025-02-25,0.009696597,0.03265010039738388
2025-02-26,0.012511587,0.03526441405964593
2025-02-27,0.00909695,0.02759079374774699
2025-02-28,0.009224246,0.03801789627878744
2025-03-01,0.009391476,0.032815191890395536
2025-03-02,0.007886275,0.0330035217562152
2025-03-03,0.008955876,0.03978548083373143
2025-03-04,0.009007905,0.03562220947149437
2025-03-05,0.008792704,0.03896213925542707
2025-03-06,0.008898409,0.05361022457676158
2025-03-07,0.009564412,0.05937415628634313
2025-03-08,0.009239688,0.030707892988931944
2025-03-09,0.008236801,0.04348311762366978
2025-03-10,0.008051071,0.03999787159149924
2025-03-11,0.00849852,0.02602828704505233
2025-03-12,0.007261513,0.029858674224412185
2025-03-13,0.008249114,0.02248397603488386
2025-03-14,0.007713151,0.038613116048432504
2025-03-15,0.0076727807,0.03695053372463766
2025-03-16,0.0071798423,0.032655477998452524
2025-03-17,0.007215792,0.03606718560337021
2025-03-18,0.00761229,0.036854445079845685
2025-03-19,0.0071968953,0.035679004722769844
2025-03-20,0.0069871563,0.03620356648744923
2025-03-21,0.0076619405,0.03357801490242464
2025-03-22,0.010322859,0.04044458163656931
2025-03-23,0.0072289268,0.04200451314010686
2025-03-24,0.0059331614,0.028189641959249414
2025-03-25,0.008046768,0.040594920670580945
2025-03-26,0.007791235,0.03556772846648516
2025-03-27,0.007835171,0.0340474934303658
2025-03-28,0.008335899,0.035739518728549476
2025-03-29,0.007059006,0.029420500151710945
2025-03-30,0.0077090026,0.04835764926403079
2025-03-31,0.0061819335,0.03139294802147163
2025-04-01,0.009049779,0.04088167163975805
2025-04-02,0.0071434854,0.04023745831515545
2025-04-03,0.0078647435,0.034207499765550674
2025-04-04,0.007711337,0.03972747884636304
2025-04-05,0.0062481207,0.027899485383729553
2025-04-06,0.007221653,0.03065444312954536
2025-04-07,0.0072558126,0.03397369197415918
2025-04-08,0.006906533,0.03430284718178674
2025-04-09,0.007330968,0.030498181622662903
2025-04-10,0.0057213106,0.030103888252386066
2025-04-11,0.00691848,0.025066424181885948
2025-04-12,0.007999299,0.021950129273728348
2025-04-13,0.007291275,0.028485485151788812
2025-04-14,0.0078040264,0.023320299521294274
2025-04-15,0.00725586,0.030626487798380134
2025-04-16,0.00781591,0.029967536748070137
2025-04-17,0.0063784462,0.025902654009539935
2025-04-18,0.007646648,0.025016507345962592
2025-04-19,0.0067977807,0.028930478169994125
2025-04-20,0.007039597,0.02811386185700022
2025-04-21,0.008106621,0.026882725946004788
2025-04-22,0.007153811,0.03497080699582935
2025-04-23,0.0061588646,0.05206391169483401
2025-04-24,0.0051114103,0.029588226007845435
2025-04-25,0.006431826,0.031538094513351274
2025-04-26,0.0061613936,0.028956223613194394
2025-04-27,0.005348746,0.03690134507307012
2025-04-28,0.005724589,0.03969359209477481
2025-04-29,0.0073249796,0.06410851214956638
2025-04-30,0.0060622734,0.035257347227704725
2025-05-01,0.007408303,0.04398866080062644
2025-05-02,0.007053902,0.03144001126460113
2025-05-03,0.006214545,0.029546784019700015
2025-05-04,0.0072754463,0.04437718436754182
2025-05-05,0.0056490162,0.030183181930673465
2025-05-06,0.0060763317,0.03833865522975335
2025-05-07,0.007063812,0.03816582520722244
2025-05-08,0.0070282775,0.03196325292937662
2025-05-09,0.008905903,0.03712054086647784
2025-05-10,0.007036885,0.0525468191993743
2025-05-11,0.006161944,0.04101398802863458
2025-05-12,0.008760172,0.039283132360481934
2025-05-13,0.0072744368,0.04101430725660117
2025-05-14,0.0068989196,0.036204630862993005
2025-05-15,0.0071050245,0.03079899666476988
2025-05-16,0.0063418588,0.036833762992903724
2025-05-17,0.009592561,0.03896329273144117
2025-05-18,0.007374843,0.03848728424368051
2025-05-19,0.0066434084,0.0335931529856169
2025-05-20,0.006895701,0.0350149152416364
2025-05-21,0.006984647,0.03170296312222392
2025-05-22,0.0059815864,0.03189272877715582
2025-05-23,0.006058508,0.024486679253870578
2025-05-24,0.00704752,0.034318416629541444
2025-05-25,0.008709838,0.040982537861616895
2025-05-26,0.008830909,0.02801126721697523
2025-05-27,0.009504145,0.02969350898415491
2025-05-28,0.00734696,0.028172862341233184
2025-05-29,0.008449235,0.043697185508268635
2025-05-30,0.009307621,0.053800159366800465
2025-05-31,0.0073589445,0.025712942924878825
2025-06-01,0.007795753,0.03315141005786357
2025-06-02,0.0065041324,0.03338044224698877
2025-06-03,0.0074249743,0.025206490097774086
2025-06-04,0.0064294296,0.026927764083905802
2025-06-05,0.008197953,0.021694167614187958
2025-06-06,0.007867713,0.023195989974718823
2025-06-07,0.0074952226,0.031590185740875076
2025-06-08,0.0070602316,0.019609051227401395
2025-06-09,0.0060335896,0.05634731139001154
2025-06-10,0.007224375,0.04301088314021781
2025-06-11,0.006662617,0.027125545970009005
2025-06-12,0.006622376,0.027107226805350906
2025-06-13,0.006221026,0.05895062894808958
2025-06-14,0.008617629,0.1115267233739974
2025-06-15,0.007068102,0.03485138016157452
2025-06-16,0.005695166,0.031303921939177276
2025-06-17,0.006477257,0.024619864088646547
2025-06-18,0.0059375507,0.025658773432772453
2025-06-19,0.006123684,0.05255430567369143
2025-06-20,0.0051636896,0.02014737399116504
2025-06-21,0.0058260104,0.0640942556948904
2025-06-22,0.007778158,0.0264572016708111
2025-06-23,0.0064404844,0.06588529556768208
2025-06-24,0.0066371183,0.023861077841292044
2025-06-25,0.005451262,0.09558601161810051
2025-06-26,0.008009273,0.029325088532841978
2025-06-27,0.008069307,0.024452243921018437
2025-06-28,0.00692605,0.05767928740499695
2025-06-29,0.0069453814,0.03638579541304991
2025-06-30,0.0063502393,0.05187759869697219
2025-07-01,0.0062446673,0.046876047726407986
2025-07-02,0.006426229,0.027421047641824157
2025-07-03,0.0057661594,0.033541981567008175
2025-07-04,0.0059830607,0.02745939395419088
2025-07-05,0.005264278,0.021401483706519404
2025-07-06,0.0063619814,0.03221572930711319
2025-07-07,0.0054035266,0.02521942301245568
2025-07-08,0.0067240773,0.033021733910428994
2025-07-09,0.0048125563,0.023156760918841272
2025-07-10,0.0069271703,0.038627133517825575
2025-07-11,0.0062307594,0.0544417961233263
2025-07-12,0.007598408,0.04200762731073955
2025-07-13,0.0060293498,0.02738386850247627
2025-07-14,0.005940616,0.022402104738036124
2025-07-15,0.007627183,0.023673482507568133
2025-07-16,0.005867859,0.028402783250408632
2025-07-17,0.005184408,0.03212993775684021
2025-07-18,0.0062828143,0.024302089367953597
2025-07-19,0.0058505815,0.030400505871541573
2025-07-20,0.0063725193,0.03780147237325348
2025-07-21,0.0063961227,0.047110378610445765
2025-07-22,0.005696513,0.030908329137052538
2025-07-23,0.0057848436,0.021639087685051413
2025-07-24,0.0048684757,0.033817850818602384
2025-07-25,0.005075544,0.01852058395399657
2025-07-26,0.004900275,0.029344314001424242
2025-07-27,0.0043180943,0.020784671396808726
2025-07-28,0.0050180596,0.023870825317637078
2025-07-29,0.004507929,0.01874907116579054
2025-07-30,0.0044827363,0.03852876311202686
2025-07-31,0.005331014,0.03236137063791584
2025-08-01,0.0048452416,0.01949341352517421
